Shot,FrameId,Timestamp,VideoName
serve,151,0:00:03.933333,video4.mp4
boast,319,0:00:09.000,video4.mp4
boast,421,0:00:10.700000,video4.mp4
rail,519,0:00:12.333333,video4.mp4
boast,621,0:00:14.033333,video4.mp4
cross_court,709,0:00:22.466667,video4.mp4
boast,851,0:00:27.133333,video4.mp4
boast,937,0:00:28.566667,video4.mp4
boast,1025,0:00:30.033333,video4.mp4
boast,1117,0:00:31.566667,video4.mp4
rail,1201,0:00:32.966667,video4.mp4
rail,1287,0:00:34.400000,video4.mp4
rail,1371,0:00:35.800000,video4.mp4
rail,1453,0:00:37.166667,video4.mp4
rail,1533,0:00:38.500000,video4.mp4
cross_court,1609,0:00:39.766667,video4.mp4
rail,1677,0:00:40.900000,video4.mp4
cross_court,1763,0:00:42.333333,video4.mp4
boast,1839,0:00:43.600000,video4.mp4
boast,1943,0:00:45.333333,video4.mp4
boast,2051,0:00:47.133333,video4.mp4
boast,2141,0:00:48.633333,video4.mp4
rail,2209,0:00:49.766667,video4.mp4
rail,2287,0:00:51.066667,video4.mp4
cross_court,2377,0:00:52.566667,video4.mp4
serve,2857,0:01:00.566667,video4.mp4
boast,2953,0:01:02.166667,video4.mp4
boast,3055,0:01:03.866667,video4.mp4
cross_court,3167,0:01:05.733333,video4.mp4
rail,3275,0:01:07.533333,video4.mp4
rail,3371,0:01:09.133333,video4.mp4
cross_court,3463,0:01:10.666667,video4.mp4
rail,3551,0:01:12.133333,video4.mp4
cross_court,3647,0:01:13.733333,video4.mp4
boast,3745,0:01:15.366667,video4.mp4
boast,3953,0:02:10.366667,video4.mp4
cross_court,4053,0:02:12.033333,video4.mp4
rail,4173,0:02:14.033333,video4.mp4
cross_court,4245,0:02:15.233333,video4.mp4
cross_court,4359,0:02:17.133333,video4.mp4
cross_court,4447,0:02:18.600000,video4.mp4
cross_court,4547,0:02:20.266667,video4.mp4
cross_court,4641,0:02:21.833333,video4.mp4
cross_court,4741,0:02:23.500000,video4.mp4
boast,4845,0:02:25.233333,video4.mp4
boast,4953,0:02:27.033333,video4.mp4
boast,5041,0:02:28.500000,video4.mp4
rail,5139,0:02:30.133333,video4.mp4
cross_court,5249,0:02:31.966667,video4.mp4
boast,5363,0:02:33.866667,video4.mp4
boast,5461,0:02:35.500000,video4.mp4
boast,5561,0:02:37.166667,video4.mp4
boast,5671,0:02:39.000,video4.mp4
rail,5761,0:02:40.500000,video4.mp4
cross_court,5887,0:02:42.600000,video4.mp4
serve,6497,0:03:35.600000,video4.mp4
cross_court,6593,0:03:37.200000,video4.mp4
rail,7065,0:03:45.066667,video4.mp4
boast,7121,0:03:46.000,video4.mp4
